"term","frequency","presence","doc_size_sum","type"
"screens","15702",11850,"57474095","N"
"nasa","50203",11846,"52830822","PN"
"rocket","23158",11846,"57817348","N"
"helicopter","23305",11842,"54305238","N"
"legendary","13510",11842,"59320155","G"
"salt","23815",11840,"67064411","N"
"lesson","13889",11839,"68799567","N"
"colleague","13530",11838,"66076868","N"
"knock","13920",11835,"62562008","G"
"authors","17235",11834,"58748080","N"
"tottenham","30047",11833,"33531720","N"
"attacker","20000",11826,"51114186","N"
"violated","13698",11823,"63121994","G"
"delays","16583",11823,"59485686","N"
"barry","16917",11822,"80247765","N"
"nationals","21186",11822,"54053934","N"
"engineer","15912",11812,"64278852","N"
"cancelled","15481",11812,"49810792","G"
"abu","24692",11811,"48393755","N"
"navigation","18063",11810,"23931556","N"
"rbi","28434",11809,"44161261","PN"
"advisory","14125",11809,"54547252","G"
"governing","14054",11808,"63722879","G"
"realised","13669",11807,"66210923","G"
"trapped","15195",11807,"59622212","G"
"athletes","22528",11803,"67923186","N"
"sand","19064",11802,"70584612","N"
"kolkata","22697",11801,"38644459","N"
"india's","14428",11789,"50417379","NP"
"finger","14593",11788,"70440066","G"
"temporarily","14729",11785,"61772949","G"
"methods","14419",11784,"62964244","N"
"lets","14729",11780,"63659302","G"
"celebrations","16286",11776,"53534514","N"
"denver","28033",11769,"56208953","G"
"susan","16492",11764,"67859965","N"
"130","13644",11742,"58634192","G"
"epic","13528",11741,"60101149","N"
"foods","22314",11741,"57317433","N"
"gujarat","31273",11739,"39878312","PN"
"mandatory","16654",11729,"61495975","G"
"admits","13042",11723,"65426855","G"
"nonprofit","15724",11716,"69718944","PN"
"netanyahu","42408",11716,"58901415","N"
"satellite","21768",11714,"59005866","N"
"93","14372",11711,"58355208","G"
"spy","16256",11710,"58388042","N"
"flagship","15303",11704,"48558073","N"
"manhattan","18156",11704,"63186299","PN"
"stakes","13986",11697,"63990246","N"
"bags","17578",11694,"59889307","N"
"shy","12511",11689,"66481149","G"
"world war ii","15565",11689,"67543067","PN"
"requesting","12131",11685,"45325809","G"
"yeah","14270",11683,"71012187","G"
"chennai","22410",11680,"36779646","PN"
"trains","24211",11675,"57970721","N"
"scope","13213",11673,"63446145","N"
"privilege","13346",11670,"45513748","N"
"thick","13617",11670,"66906080","G"
"employers","20617",11670,"62628262","N"
"carpet","20379",11668,"62619682","N"
"cat","21046",11667,"77379197","G"
"mere","12621",11664,"65045476","G"
"requiring","12836",11661,"63697725","G"
"pat","15185",11658,"73078799","N"
"chest","14345",11655,"57683248","N"
"shell","24876",11648,"65521740","N"
"hanson","15039",11642,"64896846","N"
"supporter","13214",11639,"73835268","N"
"nathan","17693",11638,"70477807","N"
"dubai","28319",11634,"41298279","PN"
"shifted","12815",11627,"63630143","G"
"91","15940",11626,"55463107","G"
"doubts","12745",11624,"62945791","G"
"wheel","16303",11621,"58074855","G"
"economies","16188",11617,"52914815","G"
"therein","11661",11612,"14142974","G"
"farmer","18004",11609,"64032808","N"
"frustrated","12757",11606,"68102551","G"
"approve","14632",11605,"61067354","G"
"depend","12432",11605,"62416153","G"
"overwhelming","12336",11604,"64166093","G"
"furious","18628",11599,"61502453","G"
"desert","19114",11594,"61202793","N"
"warrant","18272",11591,"52592279","G"
"preferred","13130",11591,"60203606","G"
"harassment","21543",11590,"56984520","N"
"script","16485",11581,"60926041","N"
"rugby","18223",11575,"49718381","G"
"forth","12597",11570,"79326452","G"
"bangladesh","42220",11566,"47403640","G"
"filmed","14279",11562,"51761995","G"
"cream","19756",11560,"60692629","N"
"bathroom","21385",11554,"53920737","N"
"carter","18976",11551,"68718126","N"
"arrangements","13703",11545,"54859033","N"
"flowers","18191",11545,"64751720","N"
"assists","18589",11543,"48989025","G"
"respective","12746",11543,"48878235","G"
"wickets","29759",11535,"46616352","N"
"dc","18870",11535,"57112199","G"
"los angeles times","30415",11530,"67843560","PN"
"warnings","14366",11529,"62494234","N"
"legitimate","13264",11527,"65479215","G"
"inevitable","12233",11523,"67445450","G"
"successor","13290",11506,"65952006","N"
"howard","17990",11505,"71629111","N"
"comedian","17159",11493,"74767495","N"
"afl","32482",11492,"107303978","N"
"gaining","12312",11492,"56712756","G"
"spaces","16677",11486,"64711982","N"
"jerry","21188",11486,"68487673","N"
"moore","20373",11478,"69337844","N"
"battles","13717",11477,"66905523","N"
"rex tillerson","34996",11472,"59776861","PERSON"
"prompting","12655",11472,"57177815","G"
"playoffs","28132",11472,"59859716","N"
"en","15028",11470,"65121015","G"
"grabbed","12993",11469,"55382005","G"
"lock","14526",11468,"58880181","N"
"frustration","12722",11466,"65303742","N"
"bottle","15973",11462,"71786624","N"
"operators","19147",11461,"54502044","N"
"desk","14772",11461,"65167518","N"
"websites","17626",11461,"53364671","N"
"contains","13352",11457,"61206702","G"
"choosing","12320",11452,"61976244","G"
"procedure","16357",11446,"52857938","N"
"aftermath","13100",11443,"62728063","N"
"judgment","15049",11443,"62439667","N"
"medal","21414",11440,"55723262","N"
"implications","12488",11437,"61457376","N"
"objective","12787",11430,"58086891","N"
"reward","13804",11429,"61583220","G"
"federation","14651",11427,"49808595","N"
"corp.","15351",11426,"54298656","N"
"climbed","14227",11425,"57410041","G"
"peers","13467",11420,"60905728","N"
"nationalist","14020",11419,"60222307","G"
"workforce","17845",11414,"63071349","N"
"crews","18283",11410,"55514022","N"
"ethnic","16122",11410,"62921004","G"
"coaching","17004",11408,"66778655","G"
"nowhere","12245",11407,"70177285","G"
"city's","13708",11405,"75484227","NP"
"hiding","12564",11403,"58047252","G"
"lanka","36751",11401,"40402566","N"
"spectacular","13097",11400,"64568734","G"
"trent","16668",11399,"58834318","N"
"file photo","21209",11394,"51715825","NP"
"chuck","16057",11392,"67176251","N"
"expression","14028",11392,"63315341","N"
"noise","16500",11392,"65386923","N"
"resolved","12737",11387,"54875490","G"
"barcelona","28380",11387,"37563351","PN"
"damaging","12816",11386,"60782218","G"
"financing","15907",11379,"55699475","N"
"max","17557",11379,"69499808","N"
"haul","12831",11376,"60580014","N"
"iraqi","31709",11375,"54914463","G"
"mohammed","18507",11374,"50630720","PN"
"showcase","13761",11371,"63829550","N"
"spicer","23241",11363,"59557057","N"
"iii","18488",11362,"58390358","G"
"refugee","21143",11359,"64188004","N"
"disclosed","14441",11358,"55590164","G"
"anxiety","15391",11357,"66732559","N"
"enhance","12742",11351,"49804543","G"
"humanitarian","16682",11349,"55009457","G"
"checking","12747",11346,"59592651","G"
"sisters","16910",11346,"60852688","N"
"migrants","28110",11343,"64130542","N"
"emerge","12399",11342,"64974327","G"
"inches","20006",11339,"55236224","G"
"oregon","30983",11337,"57666193","PN"
"fat","16214",11335,"59389456","N"
"grace","16328",11335,"64149948","N"
"download","13945",11333,"38530643","G"
"mad","14510",11329,"69511721","G"
"chasing","12508",11324,"49783800","G"
"perth","16348",11324,"56018693","PN"
"grateful","12771",11322,"56719605","G"
"expense","13084",11314,"62768245","N"
"twenty","12925",11312,"64105019","G"
"crowded","12673",11312,"63334285","G"
"palm","20000",11308,"62183638","N"
"imports","19735",11307,"55684196","N"
"lasting","12043",11306,"59515115","G"
"compliance","16121",11305,"53626025","N"
"murray","22303",11302,"59617520","PN"
"oversight","14741",11297,"66099491","N"
"wildlife","18689",11289,"58691738","N"
"gdp","18815",11289,"50785761","PN"
"danny","17114",11278,"75093547","PN"
"pension","28022",11277,"55203422","N"
"evans","20471",11277,"55279965","N"
"actively","12358",11273,"58631754","G"
"customs","17533",11271,"54734742","N"
"reliance","18340",11261,"47029486","N"
"pauline","13228",11261,"60924255","N"
"kansas","22510",11253,"64398890","N"
"arun","15422",11250,"37138896","N"
"mon","14580",11239,"33314637","G"
"racist","15749",11239,"65344227","G"
"mini","14848",11236,"59508063","N"
"resource","13669",11235,"57192515","PN"
"aide","14606",11232,"58422436","N"
"escaped","13683",11231,"63514576","G"
"interference","14307",11230,"59516273","N"
"smooth","12541",11225,"56272361","G"
"ani","15303",11224,"24840437","PN"
"processes","13460",11223,"57329815","N"
"hamilton","24090",11220,"65873596","G"
"computers","15750",11216,"57306517","G"
"aiming","12051",11207,"50938277","G"
"dual","17456",11201,"49101648","G"
"batsman","21934",11195,"44884419","G"
"examples","12448",11192,"65673149","N"
"hearings","16857",11192,"62513309","N"
"mortgage","22814",11190,"69546201","N"
"holidays","15755",11182,"62875519","N"
"instructions","13246",11181,"49059610","N"
"columnist","13640",11181,"64477905","N"
"integrity","14267",11177,"59327603","N"
"respected","12208",11175,"61488642","G"
"ward","18862",11170,"57946004","N"
"obtain","12907",11164,"60710207","G"
"absolute","12499",11162,"63610860","G"
"prepares","13475",11160,"63875981","G"
"china's","13496",11159,"49090885","NP"
"trucks","18140",11156,"62699377","N"
"remembered","12655",11148,"64873785","G"
"outgoing","12934",11143,"57954171","G"
"consulting","13042",11140,"60715645","N"
"hip","15017",11139,"67308554","N"
"austin","24132",11139,"64342660","PN"
"accurate","12957",11137,"63650552","G"
"array","12252",11136,"60628033","N"
"homeless","16705",11136,"74727280","G"
"lined","12328",11133,"69238816","G"
"exploded","13287",11127,"58663059","G"
"president-elect donald trump","13333",11125,"53056236","NP"
"robinson","19138",11122,"89143529","N"
"unemployment","18762",11121,"61278488","N"
"dear","14411",11120,"57619040","N"
"subsequently","11805",11118,"51686752","G"
"inaccuracy","11140",11115,"8645682","N"
"joshua","17336",11113,"57648326","N"
"wall street","16245",11112,"53899626","PN"
"additionally","11745",11112,"50883759","G"
"madrid","25859",11110,"36970067","PN"
"advisor","13542",11110,"52205116","N"
"wrapped","12288",11108,"58559479","G"
"hockey","28031",11103,"62221421","G"
"company's","12724",11100,"48163174","NP"
"amp","19955",11099,"56297564","N"
"schemes","19652",11087,"47958134","G"
"threatens","11867",11085,"60138012","G"
"researcher","12748",11085,"58681923","N"
"jong","21096",11084,"53205206","N"
"interim","13832",11074,"49637389","G"
"progressive","13969",11071,"66323845","N"
"sadly","11778",11069,"71086982","G"
"enabled","14238",11066,"51267843","G"
"aboard","14572",11064,"61002837","G"
"disappeared","13265",11064,"56749339","G"
"fault","13415",11062,"59563342","N"
"dust","15971",11059,"62862452","N"
"planes","16969",11059,"53298789","N"
"ballot","19146",11052,"59052610","N"
"janata","15854",11051,"35735272","N"
"heights","17263",11051,"69691065","N"
"pursuing","11868",11047,"57189118","G"
"commodity","14080",11043,"53209374","N"
"calif.","36803",11041,"59508172","N"
"withdraw","13704",11041,"53027274","G"
"retailer","15238",11039,"49800437","N"
"civic","18231",11039,"53779539","PN"
"poised","11766",11034,"58399105","G"
"wayne","16289",11033,"60957681","N"
"twist","13896",11031,"63199937","N"
"hacking","19405",11030,"54623461","N"
"tactics","13060",11021,"63900241","N"
"launches","13456",11019,"46789647","G"
"beef","21591",11017,"53831343","G"
"principle","12953",11017,"59777657","N"
"cleveland","27860",11014,"61541744","PN"
"practical","12288",11011,"64829837","G"
"radar","14384",11010,"62073117","G"
"charlotte","21244",11008,"57170282","PN"
"pressed","12002",11005,"59616542","G"
"copies","15177",11003,"52910496","N"
"mike pence","17164",11000,"62365796","PN"
"anna","16630",10996,"60133228","N"
"smashed","13120",10996,"66074799","G"
"predict","12425",10994,"61790415","G"
"state's","14760",10992,"66520291","NP"
"headline","13114",10991,"56353046","G"
"maryland","20298",10989,"60376070","PN"
"assess","12190",10988,"56405980","G"
"suburban","13934",10987,"72580750","G"
"engineers","15224",10982,"54012889","N"
"criminals","14808",10975,"68198647","N"
"bs","38287",10974,"53998733","G"
"adopt","12736",10974,"57619499","G"
"strategies","12752",10972,"60044244","N"
"responses","12746",10971,"59058177","N"
"element","12138",10969,"61525428","N"
"impression","12137",10965,"61485337","N"
"wicket","23313",10963,"45690911","G"
"tune","12140",10961,"51028453","N"
"promoted","12611",10960,"56709699","G"
"conventional","13177",10959,"61820113","G"
"kentucky","22742",10958,"56294039","PN"
"rejection","11729",10957,"42823425","N"
"nervous","12750",10955,"61421119","G"
"superior","14634",10953,"54858274","G"
"supplied","13822",10952,"48658045","G"
"sorts","11707",10950,"63108908","N"
"hardware","16665",10946,"51759014","N"
"pdt","16402",10944,"22787411","N"
"react","13356",10944,"64794244","G"
"label","15044",10931,"61376171","G"
"versions","13227",10931,"55292215","N"
"sing","14282",10930,"60926628","G"
"( s","10954",10927,"9067402","NP"
"fairfax","15431",10925,"52393233","N"
"1994","13543",10924,"69925826","G"
"interactive","13089",10924,"41726066","G"
"workplace","14925",10919,"57809547","N"
"importantly","11402",10914,"63895796","G"
"traveled","12424",10912,"63505200","G"
"slip","13061",10909,"58987477","G"
"marking","12586",10904,"53437954","G"
"leak","14574",10903,"59892758","N"
"year's","11921",10901,"58186131","NP"
"quietly","11887",10901,"71773005","G"
"pa","18481",10899,"49214386","G"
"athletic","15927",10898,"61115413","G"
"communist","13272",10893,"56056257","N"
"strategist","13200",10891,"55673176","N"
"mentally","14048",10891,"57133975","G"
"converted","12595",10890,"56662240","G"
"boom","13498",10887,"65207836","N"
"openly","12127",10883,"62789942","G"
"notion","11888",10881,"69860480","N"
"cancel","12881",10879,"45414117","N"
"dynamic","12115",10869,"61642343","G"
"traditionally","11842",10859,"59821434","G"
"jared","15081",10857,"61765111","N"
"suspicious","12987",10852,"56977351","G"
"attorneys","18671",10849,"59627205","N"
"bizarre","12232",10846,"62022159","G"
"humanity","13540",10844,"61431273","N"
"awaited","12073",10843,"54018267","G"
"sean spicer","30272",10842,"56748249","PERSON"
"farewell","14889",10841,"64281618","N"
"mess","12367",10839,"62391199","N"
"declare","12414",10835,"55148567","G"
"random","13194",10825,"54649212","G"
"dominant","12347",10824,"61684510","G"
"closure","14819",10824,"54496567","N"
"ultra","15141",10819,"53648025","G"
"villages","17789",10815,"53684397","N"
"excessive","12891",10811,"54095923","G"
"filling","11969",10806,"52979400","G"
"transaction","15816",10803,"45621649","N"
"preserve","12520",10803,"63819245","G"
"coastal","13893",10803,"53450385","G"
"babies","20620",10799,"59804316","N"
"aug.","21663",10798,"61883712","PN"
